,西雅图,青鸟,不老不死,铄金,警察蜀黍,〇,地势坤,万神,4399,饭姐,多情岸,买买买,玫瑰,斯莱特林,饭圈小姐,九九,达拉,钥匙,APP,复仇生涯,赤伶,天下局,如见青山,四零四,勾指,罗德岛,肮脏的神,桂圆,上山岗,男孩,权御,冠世,祖龙吟,木兰行,流年,白石溪,非人哉,不买,大时代,逃亡生涯,普通,万古
20191201,0,0,742838,925433,974306,953094,821297,0,0,0,0,0,0,0,0,7959722,6819290,928796,0,961754,0,0,0,0,4001420,792671,0,735853,0,777023,6214301,4795620,0,0,0,0,969960,0,0,970160,9204309,0,
20191202,0,0,743957,925661,974480,953930,822599,0,0,0,870383,0,0,0,0,7962108,6821170,928926,0,962316,0,0,0,0,4005420,793067,0,736211,0,777351,6215686,4798204,0,0,0,0,970199,0,0,970390,9209701,0,
20191203,0,0,745148,925933,974676,954810,823961,0,0,0,870557,0,0,0,0,7964395,6822950,929074,0,962937,0,0,0,0,4009262,793487,0,736636,0,777670,6217022,4800747,0,0,0,0,970423,0,0,970630,9215305,0,
20191204,0,0,748267,926199,974828,955555,825271,0,0,0,870708,0,0,0,0,7966712,6824780,929192,0,963611,0,0,0,0,4013070,793958,0,737100,0,778054,6218336,4803501,0,0,0,0,970595,0,0,970912,9220085,0,
20191205,0,0,750272,926424,974969,956296,826365,0,0,0,870863,0,0,0,0,7968762,6826478,929320,0,964247,0,0,0,0,4016335,794360,0,737529,0,778347,6219481,4805779,0,0,0,0,970781,0,0,971160,9223982,0,
20191206,0,0,753214,926717,975195,957483,827793,0,0,0,871077,0,0,0,0,7971698,6828690,929468,0,965154,0,0,0,0,4020749,794926,0,737925,0,778743,6221120,4808976,0,0,0,0,971103,0,0,971479,9229043,0,
20191207,0,0,757288,927166,975497,959602,830161,0,0,0,871418,0,0,0,0,7976082,6831711,929774,0,966728,0,0,0,0,4027798,795893,0,738550,0,779320,6223667,4813752,0,0,0,0,971573,0,0,972010,9236416,0,
20191208,0,0,760476,927612,975749,962018,832673,0,0,0,871734,0,0,0,0,7979941,6834723,930061,0,968566,0,0,0,0,4035036,796857,0,739215,0,780033,6225973,4818367,0,0,0,0,971976,0,0,972762,9243307,0,
20191209,0,0,762181,927898,975936,962975,834164,0,0,0,871951,0,0,0,0,7982621,6837039,930221,0,969461,0,0,0,0,4039592,797361,0,739633,0,780444,6227453,4821545,0,0,0,0,972202,0,0,973206,9247810,0,
20191210,0,0,763686,928111,976065,963680,835771,0,0,0,872233,0,0,0,0,7984956,6838981,930355,0,970235,0,0,0,0,4043652,797780,0,740059,0,780771,6228801,4824337,0,0,0,0,972414,0,0,973597,9251896,0,
20191211,0,0,765397,928370,976205,964426,837567,0,0,0,872530,0,0,0,0,7987353,6840999,930490,0,971048,0,0,0,0,4047586,798158,0,740471,0,781109,6230290,4827218,0,0,0,0,972647,0,0,973975,9256044,0,
20191212,0,0,766827,928675,976362,965056,839077,0,0,0,872732,0,0,0,0,7989630,6842732,930638,0,971651,0,0,0,0,4051294,798553,0,740847,0,781461,6231628,4829810,0,0,0,0,972851,0,0,974264,9259814,0,
20191213,0,0,768613,929005,976568,965925,841027,0,0,0,873020,0,0,0,0,7992507,6844813,930797,0,972456,0,0,0,0,4056335,799060,0,741349,0,781837,6233338,4832968,0,0,0,0,973161,0,0,974635,9264521,0,
20191214,0,0,771135,929518,976861,967350,843759,0,0,0,874431,0,0,0,0,7996777,6847560,931097,0,974010,0,0,0,0,4063575,799981,0,742105,0,782422,6235976,4837567,0,0,0,0,973644,0,0,975246,9272369,0,
20191215,0,0,773551,930084,977295,968671,846365,0,0,0,875939,0,0,0,0,8001459,6850512,931375,0,975516,0,0,0,0,4071166,800921,0,742806,0,783059,6238741,4842452,0,0,0,0,974085,0,0,975932,9280508,0,
20191216,0,0,774670,930299,977499,969116,847442,0,0,0,876525,0,0,0,0,8003774,6851994,931477,0,976080,0,0,0,0,4074574,801296,0,743088,0,783318,6240046,4844869,0,0,0,0,974276,0,0,976173,9284273,0,
20191218,0,0,777196,930887,978023,970305,850554,0,0,0,877495,0,0,0,0,8009104,6856043,931740,0,977337,0,0,0,0,4083197,802242,0,743860,0,783945,6243064,4851004,0,0,0,0,974722,0,0,976790,9294963,0,
20191219,0,0,778439,931131,978195,970820,851900,0,0,0,877796,0,0,0,0,8011390,6857807,931899,0,977959,0,0,0,0,4086805,802695,0,744181,0,784215,6244457,4853984,0,0,0,0,974889,0,0,977063,9299904,0,
20191220,0,0,780092,931493,978470,971489,853489,0,0,0,878210,0,0,0,0,8014398,6859932,932140,0,978923,0,0,0,0,4091213,803297,0,744595,0,784550,6246298,4857764,0,0,0,0,975138,0,0,977443,9305365,0,
20191221,0,0,782571,931987,978773,972685,855838,0,0,0,878863,0,0,0,0,8018610,6862803,932586,0,980337,0,0,0,0,4098456,804202,0,745449,0,785111,6248976,4862700,0,0,0,0,975491,0,0,978042,9313265,0,
20191222,0,0,785187,932528,979132,980486,858255,0,0,0,879398,0,0,0,0,8023087,6869995,933055,0,982162,0,0,0,0,4114764,808890,0,746871,0,786846,6251825,4867636,0,0,0,0,975857,0,0,978653,9336301,0,
20191223,0,0,786561,932873,979343,983678,859652,0,0,0,879676,0,0,0,0,8025937,6874734,933235,0,982988,0,0,0,0,4126452,811214,0,747854,478464,787809,6253442,4870602,0,0,0,0,976034,0,0,979085,9347925,0,
20191224,0,0,787522,933121,979516,985785,860830,0,0,0,879917,0,0,0,0,8028301,6878289,933368,0,983717,0,0,0,0,4136425,812648,0,748527,589949,788552,6254772,4873109,0,0,0,0,976196,0,0,979406,9355981,0,
20191225,0,0,789766,933459,979683,987314,862126,0,0,0,880168,0,0,0,0,8030809,6880994,933526,0,984410,0,0,0,0,4144762,813572,0,749294,643695,789255,6256222,4875819,0,0,0,0,976382,0,0,979746,9362139,0,
20191226,0,0,793132,933847,979882,988683,864400,0,0,0,880423,0,0,0,0,8033479,6883484,933703,0,985086,0,0,0,0,4150747,814325,0,749966,675354,789838,6257739,4878764,0,0,0,0,976546,0,0,980059,9367472,0,
20191227,0,0,797257,934183,980129,990277,888412,0,0,0,880712,0,0,0,0,8036503,6886068,934111,0,986027,0,0,0,0,4157126,815220,0,750554,707995,790530,6259583,4883233,0,0,0,0,976756,0,0,980469,9372915,0,
